"numforgame","rowforgame","rowforextra","inning","away","home","rem_type","base1","base2","base3","id","Player","direction","result","out","follow.up","special","log"
127,78,1,"7上","兄弟(2)","(7)統一",9,NA,"張志豪",NA,"第四棒","彭政閔","內","刺殺封殺","二出局",0,"warning","4.第四棒彭政閔:內野滾地球，SS接到傳向一壘刺殺打者，三出局兄弟(2):(7)統一"
129,6,1,"1上","兄弟(1)","(0)統一",3,NA,NA,NA,"第四棒","彭政閔","右","接殺","二出局",0,"warning","4.第四棒彭政閔:擊出飛球遭到RF接殺，三出局兄弟(1):(0)統一"
129,33,1,"4上","兄弟(1)","(0)統一",1,NA,NA,NA,"第四棒","彭政閔","中","接殺","零出局",0,"","1.第四棒彭政閔:擊出飛球遭到CF接殺，一出局"
129,55,1,"6上","兄弟(1)","(1)統一",5,"張志豪",NA,NA,"第四棒","彭政閔","左","一壘安打","一出局",0,"","3.第四棒彭政閔:三游間穿越一壘安打，跑者分佔一、二壘"
129,80,1,"8上","兄弟(3)","(1)統一",1,NA,NA,NA,"第四棒","彭政閔","右","一壘安打","零出局",3,"","1.第四棒彭政閔:右外野一壘安打"
132,14,1,"1下","義大(0)","(1)兄弟",17,"耐克",NA,"張志豪","第四棒","彭政閔","右","接殺","一出局",0,"","4.第四棒1B彭政閔:右外野飛球遭到接殺，二出局"
132,40,1,"3下","義大(1)","(2)兄弟",15,"耐克","張志豪",NA,"第四棒","彭政閔","右","接殺","二出局",0,"","6.第四棒1B彭政閔:右外野飛球遭到接殺，三出局"
132,62,1,"5下","義大(1)","(2)兄弟",18,"耐克",NA,"張志豪","第四棒","彭政閔","左","全壘打","二出局",3,"","5.第四棒1B彭政閔:左外野全壘打，帶有3分打點"
132,94,1,"8下","義大(1)","(5)兄弟",2,NA,NA,NA,"第四棒","彭政閔","中","接殺","一出局",0,"","2.第四棒1B彭政閔:中外野飛球遭到接殺，二出局"
134,13,1,"1下","義大(0)","(1)兄弟",14,"周思齊","張正偉",NA,"第四棒","彭政閔","右","穿越安打穿越安打","一出局",3,"","4.第四棒1B彭政閔:一二壘間穿越安打，帶有一分打點，一二壘有人"
134,40,1,"3下","義大(1)","(4)兄弟",1,NA,NA,NA,"第四棒","彭政閔","中","中外野安打","零出局",0,"","1.第四棒1B彭政閔:中外野安打，一壘有人"
134,61,1,"5下","義大(1)","(4)兄弟",1,NA,NA,NA,"第四棒","彭政閔","內","刺殺","零出局",0,"","1.第四棒1B彭政閔:三壘方向滾地球遭到刺殺，一出局"
134,86,1,"7下","義大(3)","(4)兄弟",6,"周思齊",NA,NA,"第四棒","彭政閔","","保送","二出局",0,"","4.第四棒1B彭政閔:獲得四壞球保送，一二壘有人"
136,16,1,"2下","義大(1)","(0)兄弟",1,NA,NA,NA,"第四棒","彭政閔","右","接殺","零出局",0,"","1.第四棒1B彭政閔:右外野飛球遭到接殺，一出局"
136,38,1,"4下","義大(1)","(0)兄弟",3,NA,NA,NA,"第四棒","彭政閔","左","左外野安打","二出局",0,"","3.第四棒1B彭政閔:左外野安打，一壘有人"
136,67,1,"7下","義大(1)","(1)兄弟",1,NA,NA,NA,"第四棒","彭政閔","","刺殺","零出局",0,"","1.第四棒1B彭政閔:投手前滾地球遭到刺殺，一出局"
136,85,1,"8下","義大(1)","(2)兄弟",15,"張正偉","黃鈞聲",NA,"第四棒","彭政閔","內","刺殺","二出局",0,"","6.第四棒1B彭政閔:二壘方向滾地球遭到刺殺，三出局"
137,18,1,"1下","桃猿(2)","(0)兄弟",6,"耐克",NA,NA,"第四棒","彭政閔","","三振","二出局",0,"","4.第四棒1B彭政閔:遭到三振，三出局"
137,46,1,"4下","桃猿(2)","(0)兄弟",1,NA,NA,NA,"第四棒","彭政閔","左","全壘打","零出局",2,"","1.第四棒1B彭政閔:左外野全壘打，帶有一分打點"
137,70,1,"6下","桃猿(2)","(2)兄弟",1,NA,NA,NA,"第四棒","彭政閔","","刺殺","零出局",0,"","1.第四棒1B彭政閔:投手前滾地球遭到刺殺，一出局"
137,94,1,"7下","桃猿(3)","(5)兄弟",6,"張志豪",NA,NA,"第四棒","彭政閔","右","穿越安打穿越安打","二出局",1,"","7.第四棒1B彭政閔:一二壘間穿越安打，一三壘有人"
139,13,1,"1下","桃猿(0)","(1)兄弟",5,"耐克",NA,NA,"第四棒","彭政閔","","保送","一出局",3,"","4.第四棒1B彭政閔:獲得四壞球保送，一二壘有人"
139,15,1,"1下","桃猿(0)","(1)兄弟",23,"周思齊","彭政閔","耐克","第六棒","陳子豪","內","失誤","一出局",3,"warning","6.第六棒LF陳子豪:一壘方向滾地球選擇傳向本壘，帶有一分打點，彭政閔靠1B傳球失誤回本壘得分，二三壘有人"
139,42,1,"3下","桃猿(3)","(4)兄弟",1,NA,NA,NA,"第四棒","彭政閔","右","接殺","零出局",0,"","1.第四棒1B彭政閔:右外野飛球遭到接殺，一出局"
139,74,1,"6下","桃猿(6)","(4)兄弟",1,NA,NA,NA,"第四棒","彭政閔","左","左外野安打","零出局",0,"","1.第四棒1B彭政閔:左外野安打，一壘有人"
139,76,1,"6下","桃猿(6)","(4)兄弟",5,"彭政閔",NA,NA,"","","","盜壘","一出局",0,"warning","彭政閔盜壘成功，二壘有人"
139,109,1,"8下","桃猿(8)","(4)兄弟",4,"耐克",NA,NA,"第四棒","彭政閔","內","內野安打","零出局",1,"","2.第四棒1B彭政閔:內野安打，一二壘有人"
139,113,1,"8下","桃猿(8)","(5)兄弟",14,"陳子豪","彭政閔",NA,"","","","","一出局",0,"","桃猿(8):(5)兄弟彭政閔遭到牽制，二出局"
141,18,1,"2下","統一(0)","(1)兄弟",1,NA,NA,NA,"第四棒","彭政閔","右","接殺","零出局",0,"","1.第四棒1B彭政閔:右外野飛球遭到接殺，一出局"
141,42,1,"4下","統一(1)","(1)兄弟",1,NA,NA,NA,"第四棒","彭政閔","左","穿越安打穿越安打","零出局",1,"","1.第四棒1B彭政閔:三游間穿越安打，一壘有人"
141,67,1,"6下","統一(1)","(2)兄弟",3,NA,NA,NA,"第四棒","彭政閔","","三振","二出局",0,"","3.第四棒1B彭政閔:遭到三振，三出局"
141,106,1,"9下","統一(3)","(2)兄弟",3,NA,NA,NA,"第四棒","彭政閔","左","穿越安打穿越安打","二出局",0,"","3.第四棒1B彭政閔:三游間穿越安打，一壘有人"
143,18,1,"2下","統一(1)","(0)兄弟",1,NA,NA,NA,"第四棒","彭政閔","","保送","零出局",0,"","1.第四棒1B彭政閔:獲得四壞球保送，一壘有人"
143,40,1,"4下","統一(1)","(0)兄弟",3,NA,NA,NA,"第四棒","彭政閔","","保送","二出局",0,"","3.第四棒1B彭政閔:獲得四壞球保送，一壘有人"
143,73,1,"7下","統一(1)","(0)兄弟",1,NA,NA,NA,"第四棒","彭政閔","","接殺","零出局",0,"","1.第四棒1B彭政閔:二壘後方飛球遭到接殺，一出局"
145,11,1,"1下","統一(1)","(0)兄弟",6,"耐克",NA,NA,"第四棒","彭政閔","內","刺殺","二出局",0,"","4.第四棒1B彭政閔:二壘方向滾地球遭到刺殺，三出局"
145,39,1,"4下","統一(1)","(0)兄弟",2,NA,NA,NA,"第四棒","彭政閔","右","二壘安打","一出局",0,"","2.第四棒1B彭政閔:右外野二壘安打，二壘有人"
145,74,1,"7下","統一(3)","(0)兄弟",1,NA,NA,NA,"第四棒","彭政閔","","刺殺","零出局",0,"","1.第四棒1B彭政閔:投手正面滾地球遭到刺殺，一出局"
145,101,1,"9下","統一(4)","(0)兄弟",5,"耐克",NA,NA,"第四棒","彭政閔","左","穿越安打穿越安打","一出局",3,"","3.第四棒1B彭政閔:三游間穿越安打，一二壘有人"
147,6,1,"1上","兄弟(0)","(0)義大",6,"張志豪",NA,NA,"第四棒","彭政閔","","觸殺","二出局",0,"warning","4.第四棒1B彭政閔:打擊時一壘跑者盜二壘遭到觸殺，三出局兄弟(0):(0)義大"
147,13,1,"2上","兄弟(0)","(0)義大",1,NA,NA,NA,"第四棒","彭政閔","中","德州安打","零出局",2,"","1.第四棒1B彭政閔:中間方向德州安打上一壘"
147,27,1,"3上","兄弟(3)","(0)義大",11,NA,NA,"張志豪","第四棒","彭政閔","右","","一出局",0,"warning","3.第四棒1B彭政閔:右外野方向安打，送回三壘跑者，帶有一分打點，打者上一壘兄弟(3):(0)義大"
147,49,1,"5上","兄弟(4)","(2)義大",14,"周思齊","張正偉",NA,"第四棒","彭政閔","右","穿越安打穿越安打","一出局",6,"warning","4.第四棒1B彭政閔:右外野方向穿越安打，送回二壘跑者，帶有一分打點，一二壘有人兄弟(4):(2)義大"
147,62,1,"6上","兄弟(10)","(2)義大",4,"周思齊",NA,NA,"第四棒","彭政閔","內","封殺","零出局",2,"warning","2.第四棒1B彭政閔:二壘方向滾地球傳二壘封殺跑者，一出局，再傳一壘時暴傳，打者上二壘"
147,86,1,"8上","兄弟(12)","(3)義大",1,NA,NA,NA,"第四棒","彭政閔","左","","零出局",1,"","1.第四棒1B彭政閔:中左外野深遠安打上一壘"
147,104,1,"9上","兄弟(13)","(4)義大",3,NA,NA,NA,"第四棒","彭政閔","中","接殺","二出局",0,"warning","3.第四棒1B彭政閔:中外野方向飛球遭到接殺，三出局兄弟(13):(4)義大"
149,6,1,"1上","兄弟(3)","(0)義大",9,NA,"張正偉",NA,"第四棒","彭政閔","","保送","二出局",0,"","4.第四棒1B彭政閔:獲得四壞球保送，一二壘有人"
149,28,1,"3上","兄弟(3)","(0)義大",1,NA,NA,NA,"第四棒","彭政閔","右","接殺","零出局",5,"","1.第四棒1B彭政閔:右外野方向飛球遭到接殺，一出局"
149,47,1,"4上","兄弟(8)","(4)義大",2,NA,NA,NA,"第四棒","彭政閔","","保送","一出局",1,"","2.第四棒1B彭政閔:獲得四壞球保送上一壘"
149,80,1,"6上","兄弟(10)","(11)義大",2,NA,NA,NA,"第四棒","彭政閔","","三振","一出局",0,"","2.第四棒1B彭政閔:遭到三振，二出局"
149,103,1,"8上","兄弟(10)","(12)義大",2,NA,NA,NA,"第四棒","彭政閔","右","接殺","一出局",0,"","2.第四棒1B彭政閔:右外野方向飛球遭到接殺，二出局"
152,7,1,"1上","兄弟(1)","(0)桃猿",16,"耐　克",NA,"陳江和","第四棒","彭政閔","右","高飛犧牲打犧牲短打","零出局",1,"warning","4.第四棒DH，彭政閔:右外野高飛犧牲打，帶有一分打點，一出局一壘有人"
152,32,1,"2上","兄弟(3)","(2)桃猿",24,"耐　克","陳江和","張正偉","第四棒","彭政閔","","三振","二出局",0,"","7.第四棒DH，彭政閔:三振，三出局"
152,56,1,"4上","兄弟(6)","(2)桃猿",11,NA,NA,"陳江和","第四棒","彭政閔","右","接殺","一出局",0,"","5.第四棒DH，彭政閔:右外野高飛球遭接殺，二出局"
152,89,1,"7上","兄弟(6)","(2)桃猿",4,"耐　克",NA,NA,"第四棒","彭政閔","","保送","零出局",3,"","2.第四棒DH，彭政閔:四壞球保送，無人出局一二壘有人"
152,120,1,"9上","兄弟(9)","(2)桃猿",1,NA,NA,NA,"第四棒","彭政閔","","保送","零出局",0,"","1.第四棒DH，彭政閔:觸身球保送，無人出局一壘有人"
154,12,1,"2上","兄弟(0)","(0)桃猿",1,NA,NA,NA,"第四棒","彭政閔","內","刺殺封殺","零出局",0,"","1.第四棒彭政閔:內野滾地球，SS接到傳向一壘刺殺打者，一出局"
154,37,1,"4上","兄弟(0)","(4)桃猿",5,"耐克",NA,NA,"第四棒","彭政閔","右","一壘安打","一出局",0,"","3.第四棒彭政閔:左邊方向穿越一壘安打，跑者分佔一、二壘"
154,63,1,"6上","兄弟(1)","(7)桃猿",1,NA,NA,NA,"第四棒","彭政閔","","保送","零出局",1,"","1.第四棒彭政閔:四壞球保送"
154,64,1,"6上","兄弟(1)","(7)桃猿",4,"彭政閔",NA,NA,"第五棒","周思齊","中","一壘安打","零出局",1,"warning","2.第五棒周思齊:中外野一壘安打，跑者分佔一、二壘暴投，彭政閔上到三壘"
154,79,1,"7上","兄弟(2)","(7)桃猿",5,"陳江和",NA,NA,"第四棒","彭政閔","","三振","一出局",0,"","3.第四棒彭政閔:三振，二出局"
156,14,1,"2上","兄弟(0)","(0)統一",1,NA,NA,NA,"第四棒","彭政閔","","接殺","零出局",0,"","1.第四棒彭政閔:擊出飛球遭到2B接殺，一出局"
156,33,1,"4上","兄弟(0)","(0)統一",3,NA,NA,NA,"第四棒","彭政閔","內","刺殺封殺","二出局",0,"warning","3.第四棒彭政閔:內野滾地球，SS接到傳向一壘刺殺打者，三出局兄弟(0):(0)統一"
156,53,1,"6上","兄弟(2)","(0)統一",9,NA,"張正偉",NA,"第四棒","彭政閔","右","二壘安打","二出局",0,"warning","4.第四棒彭政閔:右外野二壘安打，帶有1分打點兄弟(2):(0)統一"
156,88,1,"9上","兄弟(2)","(4)統一",1,NA,NA,NA,"第四棒","彭政閔","","保送","零出局",0,"","1.第四棒彭政閔:四壞球保送"
158,6,1,"1上","兄弟(1)","(0)統一",19,NA,"陳江和","張正偉","第四棒","彭政閔","","保送","零出局",0,"","4.第四棒彭政閔:四壞球保送，滿壘"
158,28,1,"3上","兄弟(1)","(0)統一",3,NA,NA,NA,"第四棒","彭政閔","內","刺殺封殺","二出局",0,"warning","3.第四棒彭政閔:內野滾地球，SS接到傳向一壘刺殺打者，三出局兄弟(1):(0)統一"
158,52,1,"5上","兄弟(2)","(2)統一",18,"耐克",NA,"張正偉","第四棒","彭政閔","","保送","二出局",0,"","5.第四棒彭政閔:四壞球保送，滿壘"
158,78,1,"7上","兄弟(2)","(6)統一",19,NA,"耐克","陳江和","第四棒","彭政閔","","三振","零出局",0,"","3.第四棒彭政閔:三振，一出局"
160,15,1,"2上","兄弟(0)","(0)統一",1,NA,NA,NA,"第四棒","彭政閔","","保送","零出局",1,"","1.第四棒彭政閔:四壞球保送"
160,17,1,"2上","兄弟(0)","(0)統一",5,"彭政閔",NA,NA,"","","","","一出局",1,"","3.彭政閔在一壘遭到牽制出局，二出局"
160,31,1,"3上","兄弟(1)","(0)統一",6,"陳江和",NA,NA,"第四棒","彭政閔","中","二壘安打","二出局",0,"","4.第四棒彭政閔:中外野二壘安打，跑者分佔二、三壘"
160,55,1,"5上","兄弟(2)","(2)統一",2,NA,NA,NA,"第四棒","彭政閔","","失誤","一出局",0,"warning","2.第四棒彭政閔:(3)B接球失誤，打者上到一壘"
160,78,1,"7上","兄弟(2)","(2)統一",5,"耐克",NA,NA,"第四棒","彭政閔","左","全壘打","一出局",3,"","4.第四棒彭政閔:左外野全壘打，帶有2分打點"
160,106,1,"9上","兄弟(5)","(3)統一",3,NA,NA,NA,"第四棒","彭政閔","右","一壘安打","二出局",0,"warning","3.第四棒彭政閔:右外野一壘安打暴投，跑者上到二壘"
161,18,1,"1下","義大(1)","(2)兄弟",4,"耐克",NA,NA,"第四棒","彭政閔","","三振","零出局",0,"","4.第四棒DH彭政閔:遭到三振，一出局"
161,46,1,"4下","義大(1)","(2)兄弟",1,NA,NA,NA,"第四棒","彭政閔","內","接殺","零出局",0,"","1.第四棒DH彭政閔:二壘方向平飛球遭到接殺，一出局"
161,72,1,"6下","義大(3)","(2)兄弟",8,NA,"耐克",NA,"第四棒","彭政閔","右","穿越安打穿越安打觸殺","一出局",0,"warning","3.第四棒DH彭政閔:一二壘間穿越安打，耐克回本壘遭到觸殺，打者趁傳上二壘，二壘有人，二出局"
161,99,1,"8下","義大(4)","(2)兄弟",9,NA,"張正偉",NA,"第四棒","彭政閔","右","右外野安打","二出局",1,"","4.第四棒DH彭政閔:右外野安打，一三壘有人"
163,14,1,"1下","義大(0)","(1)兄弟",20,NA,"耐克","張正偉","第四棒","彭政閔","","保送","一出局",1,"","4.第四棒1B彭政閔:獲得四壞球保送，形成滿壘"
163,32,1,"2下","義大(0)","(3)兄弟",15,"陳子豪","張正偉",NA,"第四棒","彭政閔","中","接殺","二出局",0,"","6.第四棒1B彭政閔:中外野飛球遭到接殺，三出局"
163,56,1,"4下","義大(2)","(3)兄弟",3,NA,NA,NA,"第四棒","彭政閔","","接殺","二出局",0,"","3.第四棒1B彭政閔:一壘旁界外飛球遭到接殺，三出局"
163,92,1,"7下","義大(5)","(3)兄弟",5,"耐克",NA,NA,"第四棒","彭政閔","中","接殺","一出局",0,"","3.第四棒1B彭政閔:中外野飛球遭到接殺，二出局"
163,117,1,"9下","義大(5)","(4)兄弟",9,NA,"簡富智",NA,"第四棒","彭政閔","左","穿越安打穿越安打","二出局",2,"","5.第四棒1B彭政閔:三游間穿越安打，一三壘有人"
165,12,1,"1下","桃猿(1)","(0)兄弟",6,"張正偉",NA,NA,"第四棒","彭政閔","左","穿越安打穿越安打","二出局",0,"","4.第四棒DH彭政閔:三游間穿越安打，一二壘有人"
165,35,1,"3下","桃猿(1)","(0)兄弟",15,"耐克","張正偉",NA,"第四棒","彭政閔","右","接殺","二出局",0,"","5.第四棒DH彭政閔:右外野飛球遭到接殺，三出局"
165,60,1,"5下","桃猿(1)","(2)兄弟",3,NA,NA,NA,"第四棒","彭政閔","左","左外野安打","二出局",0,"","3.第四棒DH彭政閔:左外野安打，一壘有人"
165,89,1,"7下","桃猿(2)","(4)兄弟",2,NA,NA,NA,"第四棒","彭政閔","","保送","一出局",2,"","2.第四棒DH彭政閔:獲得四壞球保送，一壘有人"
167,17,1,"2下","桃猿(0)","(1)兄弟",1,NA,NA,NA,"第四棒","彭政閔","左","刺殺","零出局",0,"","1.第四棒DH彭政閔:游擊方向滾地球遭到刺殺，一出局"
167,32,1,"3下","桃猿(0)","(1)兄弟",24,"耐克","張志豪","張正偉","第四棒","彭政閔","","三振","二出局",0,"","6.第四棒DH彭政閔:遭到三振，三出局"
167,59,1,"6下","桃猿(0)","(1)兄弟",2,NA,NA,NA,"第四棒","彭政閔","右","接殺","一出局",0,"","2.第四棒DH彭政閔:右外野飛球遭到接殺，二出局"
167,82,1,"8下","桃猿(0)","(1)兄弟",5,"耐克",NA,NA,"第四棒","彭政閔","中","中外野安打","一出局",5,"","4.第四棒DH彭政閔:中外野安打，一二壘有人"
169,22,1,"2下","桃猿(3)","(0)兄弟",1,NA,NA,NA,"第四棒","彭政閔","右","右外野安打","零出局",6,"","1.第四棒1B彭政閔:右外野安打，一壘有人"
169,35,1,"2下","桃猿(3)","(6)兄弟",6,"耐克",NA,NA,"第四棒","","右","接殺","二出局",0,"warning","桃猿(3):(6)兄弟10.第四棒1B彭政閔:右外野飛球遭到接殺，三出局"
169,61,1,"5下","桃猿(3)","(6)兄弟",4,"耐克",NA,NA,"第四棒","彭政閔","右","右外野安打","零出局",0,"","2.第四棒1B彭政閔:右外野安打，一二壘有人"
169,84,1,"7下","桃猿(3)","(6)兄弟",6,"耐克",NA,NA,"第四棒","彭政閔","左","雙殺","二出局",0,"","3.第四棒1B彭政閔:游擊方向滾地球形成雙殺，三出局"
171,11,1,"1下","統一(0)","(1)兄弟",17,"張志豪",NA,"張正偉","第四棒","彭政閔","","三振","一出局",0,"","4.第四棒1B彭政閔:遭到三振，二出局"
171,30,1,"3下","統一(0)","(1)兄弟",3,NA,NA,NA,"第四棒","彭政閔","右","右外野安打","二出局",0,"","3.第四棒1B彭政閔:右外野安打，一壘有人"
171,53,1,"5下","統一(0)","(1)兄弟",3,NA,NA,NA,"第四棒","彭政閔","中","中外野安打","二出局",1,"","4.第四棒1B彭政閔:中外野安打，一壘有人"
171,71,1,"6下","統一(0)","(3)兄弟",21,NA,"張正偉","王勝偉","第四棒","彭政閔","中","接殺","二出局",0,"","5.第四棒1B彭政閔:中外野飛球遭到接殺，三出局"
171,94,1,"8下","統一(1)","(3)兄弟",6,"耐克",NA,NA,"第四棒","彭政閔","中","穿越安打穿越安打","二出局",0,"","4.第四棒1B彭政閔:中間方向穿越安打，一三壘有人"
173,11,1,"1下","統一(0)","(1)兄弟",6,"耐克",NA,NA,"第四棒","彭政閔","","刺殺","二出局",0,"","4.第四棒1B彭政閔:投手正面滾地球遭到刺殺，三出局"
173,35,1,"3下","統一(0)","(3)兄弟",5,"棒耐克",NA,NA,"第四棒","彭政閔","","保送","一出局",0,"","6.第四棒1B彭政閔:獲得四壞球保送，一二壘有人"
173,57,1,"5下","統一(0)","(4)兄弟",2,NA,NA,NA,"第四棒","彭政閔","","保送","一出局",0,"","2.第四棒1B彭政閔:獲得四壞球保送，一壘有人"
173,76,1,"6下","統一(1)","(6)兄弟",6,"耐克",NA,NA,"第四棒","彭政閔","","保送","二出局",0,"","6.第四棒1B彭政閔:獲得四壞球保送，一二壘有人"
173,98,1,"7下","統一(1)","(9)兄弟",6,"耐克",NA,NA,"第四棒","彭政閔","中","接殺","二出局",0,"","7.第四棒1B彭政閔:中外野飛球遭到接殺，三出局"
175,6,1,"1上","兄弟(1)","(0)義大",6,"耐克",NA,NA,"第四棒","彭政閔","","保送","二出局",1,"","4.第四棒1B彭政閔:獲得四壞球保送，一二壘有人"
175,26,1,"3上","兄弟(3)","(0)義大",1,NA,NA,NA,"","","","","零出局",NA,"","1.第四棒1B彭政閔:中外野安打上一壘"
175,51,1,"5上","兄弟(5)","(1)義大",1,NA,NA,NA,"第四棒","彭政閔","","保送","零出局",3,"","1.第四棒1B彭政閔:獲得四壞球保送上一壘"
177,6,1,"1上","兄弟(1)","(0)義大",17,"耐克",NA,"張志豪","",".彭政閔","右","犧牲短打","一出局",0,"warning","4.1B彭政閔:右外野飛球形成犧牲打，送回三壘跑者，二出局兄弟(1):(0)義大一壘跑者趁暴投跑上二壘"
177,32,1,"4上","兄弟(1)","(0)義大",4,"耐克",NA,NA,"第四棒","彭政閔","","三振","零出局",0,"","2.第四棒1B彭政閔:遭到三振，一出局"
177,54,1,"6上","兄弟(2)","(1)義大",18,"耐克",NA,"張正偉","第四棒","彭政閔","左","穿越安打穿越安打","二出局",0,"warning","5.第四棒1B彭政閔:游擊穿越安打，三壘跑者得分，帶有一分打點，一二壘有人兄弟(2):(1)義大"
177,81,1,"8上","兄弟(2)","(3)義大",17,"張志豪",NA,"張正偉","第四棒","彭政閔","","三振","一出局",0,"","4.第四棒1B彭政閔:遭到三振，二出局"
179,16,1,"2上","兄弟(0)","(1)義大",1,NA,NA,NA,"第四棒","彭政閔","右","接殺","零出局",0,"","1.第四棒DH彭政閔:中右外野飛球遭到接殺，一出局"
179,39,1,"4上","兄弟(0)","(1)義大",2,NA,NA,NA,"第四棒","彭政閔","內","刺殺","一出局",0,"","2.第四棒DH彭政閔:三壘滾地遭到刺殺，二出局"
179,68,1,"7上","兄弟(0)","(1)義大",1,NA,NA,NA,"第四棒","彭政閔","左","","零出局",0,"","1.第四棒DH彭政閔:中左外野方向安打上一壘"
179,86,1,"8上","兄弟(1)","(1)義大",6,"耐克",NA,NA,"第四棒","彭政閔","","穿越安打穿越安打","二出局",1,"warning","5.第四棒DH彭政閔:一壘方向穿越安打，一二壘有人二壘更換代跑為簡富智"
182,12,1,"1下","桃猿(0)","(1)兄弟",12,NA,NA,"張志豪","第四棒","彭政閔","","保送","二出局",0,"","4.第四棒1B彭政閔:獲得四壞球保送"
182,13,1,"1下","桃猿(0)","(1)兄弟",18,"彭政閔",NA,"張志豪","第五棒","周思齊","中","穿越安打穿越安打觸殺","二出局",0,"warning","5.第五棒LF周思齊:中間方向穿越安打，彭政閔上三壘遭到觸殺，三出局"
182,41,1,"4下","桃猿(0)","(1)兄弟",2,NA,NA,NA,"第四棒","彭政閔","","接殺","一出局",0,"","2.第四棒1B彭政閔:二壘方向小飛球遭到接殺，二出局"
182,65,1,"6下","桃猿(0)","(1)兄弟",15,"耐克","張正偉",NA,"第四棒","彭政閔","內","雙殺","二出局",0,"","4.第四棒1B彭政閔:三壘方向滾地球形成雙殺，三出局"
182,102,1,"9下","桃猿(1)","(1)兄弟",1,NA,NA,NA,"第四棒","彭政閔","中","接殺","零出局",0,"","1.第四棒1B彭政閔:中外野飛球遭到接殺，一出局"
182,127,1,"11下","桃猿(1)","(1)兄弟",2,NA,NA,NA,"第四棒","彭政閔","中","穿越安打穿越安打","一出局",0,"","2.第四棒1B彭政閔:中間方向穿越安打，一壘有人"
184,20,1,"2下","桃猿(1)","(0)兄弟",1,NA,NA,NA,"第四棒","彭政閔","","三振","零出局",0,"","1.第四棒1B彭政閔:遭到三振，一出局"
184,42,1,"4下","桃猿(1)","(0)兄弟",3,NA,NA,NA,"第四棒","彭政閔","右","接殺","二出局",0,"","3.第四棒1B彭政閔:右外野飛球遭到接殺，三出局"
184,68,1,"6下","桃猿(2)","(1)兄弟",6,"耐克",NA,NA,"第四棒","彭政閔","","三振","二出局",0,"","4.第四棒1B彭政閔:遭到三振，三出局"
184,97,1,"9下","桃猿(2)","(1)兄弟",13,"耐克","張志豪",NA,"第四棒","彭政閔","","觸擊","零出局",0,"","3.第四棒1B彭政閔:觸擊成功，二三壘有人，一出局"
186,11,1,"1下","義大(0)","(4)兄弟",6,"張志豪",NA,NA,"第四棒","彭政閔","中","穿越安打穿越安打","二出局",0,"","4.第四棒1B彭政閔:中間方向穿越安打，一二壘有人"
186,38,1,"3下","義大(2)","(4)兄弟",4,"耐克",NA,NA,"第四棒","彭政閔","左","穿越安打穿越安打","零出局",2,"","2.第四棒1B彭政閔:三游間穿越安打，一二壘有人"
186,57,1,"4下","義大(2)","(8)兄弟",7,NA,"耐克",NA,"第四棒","彭政閔","內","接殺","零出局",2,"","4.第四棒1B彭政閔:二壘方向平飛球遭到接殺，一出局"
186,78,1,"5下","義大(2)","(12)兄弟",9,NA,"張志豪",NA,"第四棒","彭政閔","中","中外野安打失誤","二出局",0,"warning","5.第四棒1B彭政閔:中外野安打，加上CF失誤，二壘有人"
188,11,1,"1下","義大(1)","(0)兄弟",14,"張志豪","張正偉",NA,"第四棒","彭政閔","","三振","一出局",0,"","4.第四棒1B彭政閔:遭到三振，二出局"
188,42,1,"3下","義大(5)","(0)兄弟",5,"耐克",NA,NA,"第四棒","彭政閔","左","封殺","一出局",0,"warning","3.第四棒1B彭政閔:游擊方向滾地球封殺往二壘跑者，一壘有人，二出局"
188,61,1,"5下","義大(5)","(0)兄弟",14,"耐克","張志豪",NA,"第四棒","彭政閔","中","穿越安打穿越安打","一出局",5,"","4.第四棒1B彭政閔:中間方向穿越安打，帶有一分打點，一二壘有人"
188,83,1,"6下","義大(7)","(5)兄弟",3,NA,NA,NA,"第四棒","彭政閔","左","刺殺","二出局",0,"","3.第四棒1B彭政閔:游擊方向滾地球遭到刺殺，三出局"
188,113,1,"9下","義大(7)","(5)兄弟",1,NA,NA,NA,"第四棒","彭政閔","中","穿越安打穿越安打","零出局",0,"","1.第四棒1B彭政閔:中間方向穿越安打，一壘有人"
190,22,1,"2下","義大(2)","(0)兄弟",1,NA,NA,NA,"第四棒","彭政閔","左","刺殺","零出局",0,"","1.第四棒1B彭政閔:游擊方向滾地球遭到刺殺，一出局"
190,46,1,"4下","義大(3)","(0)兄弟",6,"張正偉",NA,NA,"第四棒","彭政閔","","三振","二出局",0,"","4.第四棒1B彭政閔:遭到三振，三出局"
190,76,1,"7下","義大(4)","(1)兄弟",2,NA,NA,NA,"第四棒","彭政閔","中","穿越安打穿越安打","一出局",0,"","2.第四棒1B彭政閔:中間方向穿越安打，一壘有人"
190,108,1,"9下","義大(6)","(3)兄弟",1,NA,NA,NA,"第四棒","彭政閔","","保送","零出局",0,"","1.第四棒1B彭政閔:獲得四壞球保送，一壘有人"
190,112,1,"9下","義大(6)","(3)兄弟",3,NA,NA,NA,"","","","","二出局",0,"warning","彭政閔靠野手選擇進壘，二壘有人"
192,5,1,"1上","兄弟(1)","(0)統一",9,NA,"陳子豪",NA,"第四棒","彭政閔","左","","二出局",0,"","4.第四棒彭政閔1B:左外野滾地安打，帶有一分打點，攻佔一壘"
