"numforgame","rowforgame","rowforextra","inning","away","home","rem_type","base1","base2","base3","id","Player","direction","result","out","follow.up","special","log"
62,69,1,"7下","義大(1)","(0)兄弟",3,NA,NA,NA,"第四棒","彭政閔","","保送","二出局",0,"","3.第四棒1B彭政閔:獲得四壞球保送，一壘有人"
62,95,1,"9下","義大(2)","(0)兄弟",15,"張正偉","張志豪",NA,"第四棒","彭政閔","內","雙殺","二出局",0,"","4.第四棒1B彭政閔:二壘方向滾地球形成雙殺，三出局"
64,24,1,"2上","兄弟(0)","(4)桃猿",1,NA,NA,NA,"第四棒","彭政閔","","三振","零出局",0,"","1.第四棒1B，彭政閔:三振，一出局"
66,6,1,"1上","兄弟(0)","(0)桃猿",6,"張正偉",NA,NA,"第四棒","彭政閔","右","接殺","二出局",0,"","4.第四棒1B，彭政閔:右外野飛球遭接殺，三出局"
66,47,1,"4上","兄弟(1)","(5)桃猿",1,NA,NA,NA,"第四棒","彭政閔","內","內野安打","零出局",0,"","1.第四棒1B，彭政閔:三壘方向內野安打，無人出局一壘有人"
66,73,1,"6上","兄弟(2)","(5)桃猿",1,NA,NA,NA,"第四棒","彭政閔","左","一壘安打","零出局",0,"","1.第四棒1B，彭政閔:左外野平飛一壘安打，無人出局一壘有人"
66,100,1,"8上","兄弟(2)","(5)桃猿",2,NA,NA,NA,"第四棒","彭政閔","","保送","一出局",0,"","2.第四棒1B，彭政閔:四壞球保送，一出局一壘有人"
69,12,1,"2上","兄弟(0)","(0)義大",1,NA,NA,NA,"第四棒","彭政閔","中","形成安打","零出局",2,"","1.第四棒1B彭政閔:中間深遠飛球形成安打，打者上三壘"
69,33,1,"4上","兄弟(2)","(0)義大",1,NA,NA,NA,"第四棒","彭政閔","","三振","零出局",4,"","1.第四棒1B彭政閔:遭到三振，一出局"
69,47,1,"5上","兄弟(6)","(0)義大",4,"張正偉",NA,NA,"第四棒","彭政閔","中","平飛安打","零出局",0,"","2.第四棒1B彭政閔:中間方向平飛安打，一二壘有人"
69,69,1,"7上","兄弟(6)","(1)義大",2,NA,NA,NA,"第四棒","彭政閔","左","刺殺","一出局",0,"","2.第四棒1B彭政閔:游擊滾地遭刺殺，二出局"
71,6,1,"1上","兄弟(0)","(0)義大",6,"周思齊",NA,NA,"第四棒","彭政閔","左","刺殺","二出局",0,"warning","4.第四棒DH彭政閔:游擊滾地遭刺殺，三出局兄弟(0):(0)義大"
71,34,1,"4上","兄弟(0)","(0)義大",8,NA,"黃仕豪",NA,"第四棒","彭政閔","","三振","一出局",0,"","3.第四棒DH彭政閔:遭到三振，二出局"
71,56,1,"6上","兄弟(0)","(0)義大",3,NA,NA,NA,"第四棒","彭政閔","","三振","二出局",0,"","3.第四棒DH彭政閔:遭到三振，三出局兄弟(0):(0)義大"
71,90,1,"9上","兄弟(0)","(5)義大",1,NA,NA,NA,"第四棒","彭政閔","","刺殺","零出局",0,"","1.第四棒DH彭政閔:二壘滾地遭美技撲傳刺殺，一出局"
73,7,1,"1上","兄弟(0)","(0)義大",6,"張志豪",NA,NA,"第四棒","彭政閔","中","接殺","二出局",0,"","4.第四棒1B彭政閔:中間方向飛球遭到接殺(三出局)"
73,30,1,"3上","兄弟(0)","(0)義大",17,"周思齊",NA,"張志豪","第四棒","彭政閔","內","雙殺","一出局",0,"warning","4.第四棒彭政閔:二壘方向滾地球，先傳二壘再傳一壘形成雙殺，三出局"
73,66,1,"6上","兄弟(0)","(2)義大",1,NA,NA,NA,"第四棒","彭政閔","","失誤","零出局",0,"warning","1.第四棒彭政閔:SS發生失誤，打者攻佔一壘"
73,100,1,"8上","兄弟(0)","(4)義大",4,"周思齊",NA,NA,"第四棒","彭政閔","","刺殺","零出局",0,"warning","2.第四棒彭政閔:二壘方向反彈球，2B選擇傳往一壘刺殺打者，跑者上二壘，一出局"
74,20,1,"2下","統一(1)","(0)兄弟",1,NA,NA,NA,"第四棒","彭政閔","","保送","零出局",0,"","1.第四棒1B彭政閔:獲得四壞球保送，一壘有人"
74,45,1,"4下","統一(1)","(0)兄弟",1,NA,NA,NA,"第四棒","彭政閔","中","穿越安打穿越安打","零出局",1,"","1.第四棒1B彭政閔:中間方向穿越安打，一壘有人"
74,47,1,"4下","統一(1)","(0)兄弟",13,"周思齊","彭政閔",NA,"第六棒","黃仕豪","","觸擊","零出局",1,"warning","3.第六棒3B黃仕豪:觸擊成功，彭政閔趁傳回本壘得分，二壘有人，一出局"
74,60,1,"5下","統一(1)","(1)兄弟",6,"陳子豪",NA,NA,"第四棒","彭政閔","內","失誤觸殺","二出局",0,"warning","4.第四棒1B彭政閔:三壘方向滾地球造成3B失誤，陳子豪上三壘遭到觸殺，三出局"
74,97,1,"8下","統一(4)","(1)兄弟",3,NA,NA,NA,"第四棒","彭政閔","左","刺殺","二出局",0,"","3.第四棒1B彭政閔:游擊方向滾地球遭到刺殺，三出局"
76,12,1,"1下","統一(1)","(0)兄弟",6,"周思齊",NA,NA,"第四棒","彭政閔","內","刺殺","二出局",0,"","4.第四棒1B彭政閔:一壘方向滾地球遭到刺殺，三出局"
76,48,1,"4下","統一(2)","(2)兄弟",1,NA,NA,NA,"第四棒","彭政閔","","三振","零出局",0,"","1.第四棒1B彭政閔:遭到三振，一出局"
76,70,1,"6下","統一(2)","(2)兄弟",7,NA,"周思齊",NA,"第四棒","彭政閔","右","高飛犧牲打犧牲短打","零出局",2,"warning","3.第四棒1B彭政閔:右外野飛球形成高飛犧牲打，帶有一分打點，二壘有人，一出局"
76,97,1,"8下","統一(2)","(4)兄弟",4,"周思齊",NA,NA,"第四棒","彭政閔","","保送","零出局",0,"","2.第四棒1B彭政閔:獲得四壞球保送，一二壘有人"
78,13,1,"1下","桃猿(0)","(2)兄弟",7,NA,"棒耐克",NA,"第四棒","彭政閔","內","刺殺","零出局",1,"warning","4.第四棒1B彭政閔:二壘方向滾地球遭到刺殺，推進壘上跑者，三壘有人，一出局"
78,35,1,"3下","桃猿(0)","(3)兄弟",5,"棒耐克",NA,NA,"第四棒","彭政閔","","保送","一出局",0,"","3.第四棒1B彭政閔:獲得四壞球保送，一二壘有人"
78,60,1,"5下","桃猿(2)","(3)兄弟",13,"棒耐克","張志豪",NA,"第四棒","彭政閔","左","雙殺","零出局",1,"warning","3.第四棒1B彭政閔:游擊方向滾地球形成雙殺，張志豪回本壘得分，二出局"
78,101,1,"8下","桃猿(6)","(4)兄弟",1,NA,NA,NA,"第四棒","彭政閔","左","全壘打","零出局",1,"","1.第四棒1B彭政閔:左外野全壘打，帶有一分打點"
78,119,1,"9下","桃猿(6)","(5)兄弟",24,"張志豪","張正偉","王勝偉","第四棒","彭政閔","","三振","二出局",0,"","6.第四棒1B彭政閔:遭到三振，三出局"
80,17,1,"2下","桃猿(1)","(0)兄弟",1,NA,NA,NA,"第四棒","彭政閔","左","刺殺","零出局",0,"","1.第四棒1B彭政閔:游擊方向滾地球遭到刺殺，一出局"
80,36,1,"4下","桃猿(1)","(0)兄弟",5,"張志豪",NA,NA,"第四棒","彭政閔","","三振","一出局",0,"","3.第四棒1B彭政閔:遭到三振，二出局"
80,58,1,"6下","桃猿(1)","(0)兄弟",12,NA,NA,"張志豪","第四棒","彭政閔","","保送","二出局",0,"","4.第四棒1B彭政閔:獲得敬遠四壞球保送，一三壘有人"
80,99,1,"9下","桃猿(3)","(0)兄弟",2,NA,NA,NA,"第四棒","彭政閔","","刺殺","一出局",0,"","2.第四棒1B彭政閔:投手前滾地球遭到刺殺，二出局"
82,12,1,"1下","桃猿(0)","(1)兄弟",6,"耐克",NA,NA,"第四棒","彭政閔","左","二壘安打","二出局",0,"","4.第四棒1B彭政閔:左外野二壘安打，帶有一分打點，二壘有人"
82,55,1,"4下","桃猿(8)","(2)兄弟",1,NA,NA,NA,"第四棒","彭政閔","","保送","零出局",0,"","1.第四棒1B彭政閔:獲得四壞球保送，一壘有人"
82,58,1,"4下","桃猿(8)","(2)兄弟",14,"黃仕豪","彭政閔",NA,"","","","盜壘失敗","一出局",0,"warning","彭政閔盜壘失敗，黃仕豪趁傳上二壘，二壘有人，二出局"
82,77,1,"6下","桃猿(8)","(2)兄弟",4,"耐克",NA,NA,"第四棒","彭政閔","中","高飛犧牲打犧牲短打","零出局",2,"warning","3.第四棒1B彭政閔:中外野飛球形成高飛犧牲打，帶有一分打點，一壘有人，一出局"
82,105,1,"8下","桃猿(9)","(4)兄弟",3,NA,NA,NA,"第四棒","彭政閔","","保送","二出局",0,"","3.第四棒1B彭政閔:遭到觸身球保送，一壘有人"
85,12,1,"1下","義大(1)","(0)兄弟",12,NA,NA,"張正偉","第四棒","彭政閔","右","接殺","二出局",0,"","4.第四棒1B彭政閔:右外野飛球遭到接殺，三出局"
85,57,1,"4下","義大(8)","(0)兄弟",3,NA,NA,NA,"第四棒","彭政閔","左","刺殺","二出局",0,"","3.第四棒1B彭政閔:游擊方向滾地球遭到刺殺，三出局"
85,80,1,"6下","義大(8)","(2)兄弟",11,NA,NA,"張正偉","第四棒","彭政閔","","三振","一出局",0,"","5.第四棒1B彭政閔:遭到三振，二出局"
85,106,1,"8下","義大(9)","(2)兄弟",9,NA,"耐克",NA,"第四棒","彭政閔","內","刺殺","二出局",0,"","4.第四棒1B彭政閔:一壘方向滾地球遭到刺殺，三出局"
87,19,1,"2下","義大(1)","(0)兄弟",1,NA,NA,NA,"第四棒","彭政閔","","三振","零出局",0,"","1.第四棒1B彭政閔:遭到三振，一出局"
87,38,1,"4下","義大(1)","(0)兄弟",3,NA,NA,NA,"第四棒","彭政閔","","三振","二出局",0,"","3.第四棒1B彭政閔:遭到三振，三出局"
87,67,1,"7下","義大(1)","(0)兄弟",2,NA,NA,NA,"第四棒","彭政閔","內","接殺","一出局",0,"","2.第四棒1B彭政閔:三壘方向平飛球遭到接殺，二出局"
88,7,1,"1上","兄弟(1)","(0)統一",5,"耐克",NA,NA,"第四棒","彭政閔","","保送","一出局",0,"","4.第四棒1B彭政閔:四壞球保送，形成一二壘有人"
88,30,1,"2上","兄弟(5)","(0)統一",9,NA,"耐克",NA,"第四棒","彭政閔","","保送","二出局",1,"","8.第四棒1B彭政閔:四壞球保送，形成一二壘有人"
88,50,1,"3上","兄弟(9)","(0)統一",9,NA,"陳子豪",NA,"第四棒","彭政閔","內","失誤","二出局",1,"warning","7.第四棒1B彭政閔:三壘方向滾地球，3B發生失誤，一三壘有人"
88,78,1,"5上","兄弟(10)","(0)統一",5,"耐克",NA,NA,"第四棒","彭政閔","","保送","一出局",6,"","3.第四棒1B彭政閔:四壞球保送，形成一二壘有人"
90,7,1,"1上","兄弟(1)","(0)統一",3,NA,NA,NA,"第四棒","彭政閔","右","接殺","二出局",0,"","4.第四棒1B彭政閔:右外野方向飛球被接殺，三出局"
90,41,1,"4上","兄弟(2)","(0)統一",1,NA,NA,NA,"第四棒","彭政閔","右","二壘安打","零出局",0,"","1.第四棒1B彭政閔:中右外野方向二壘安打"
90,64,1,"6上","兄弟(2)","(0)統一",3,NA,NA,NA,"第四棒","彭政閔","左","雙殺","二出局",0,"warning","3.第四棒1B彭政閔:游擊方向滾地球，SS接球後先傳二壘再傳一壘形成雙殺，三出局"
90,106,1,"9上","兄弟(2)","(3)統一",3,NA,NA,NA,"第四棒","彭政閔","內","刺殺封殺","二出局",0,"warning","3.第四棒1B彭政閔:三壘方向滾地球，3B接球後傳一壘將打者刺殺出局，三出局"
92,7,1,"1上","兄弟(1)","(0)統一",16,"耐克",NA,"陳子豪","第四棒","彭政閔","左","雙殺","零出局",1,"warning","4.第四棒1B彭政閔:游擊方向滾地球，SS接球後先傳二壘再傳一壘形成雙殺，二出局，三壘上跑者回到本壘得分"
92,36,1,"3上","兄弟(3)","(2)統一",4,"耐克",NA,NA,"第四棒","彭政閔","左","一壘安打","零出局",1,"warning","2.第四棒1B彭政閔:左外野方向一壘安打，加上野手選擇上到二壘，原一壘上跑者上到三壘"
92,62,1,"5上","兄弟(4)","(2)統一",3,NA,NA,NA,"第四棒","彭政閔","右","一壘安打","二出局",0,"","3.第四棒1B彭政閔:右外野方向一壘安打"
92,112,1,"8上","兄弟(4)","(8)統一",2,NA,NA,NA,"第四棒","彭政閔","右","二壘安打","一出局",0,"","2.第四棒1B彭政閔:中右外野方向二壘安打"
94,21,1,"2上","兄弟(0)","(6)義大",1,NA,NA,NA,"第四棒","彭政閔","","三振","零出局",0,"","1.第四棒彭政閔:揮棒落空遭到三振，一出局"
94,40,1,"4上","兄弟(0)","(6)義大",1,NA,NA,NA,"第四棒","彭政閔","內","失誤","零出局",0,"warning","3.第四棒彭政閔:三壘方向滾地球，造成3B接球失誤，打者上一壘"
94,61,1,"6上","兄弟(2)","(6)義大",4,"耐克",NA,NA,"第四棒","彭政閔","","三振","零出局",0,"","2.第四棒彭政閔:揮棒落空遭到三振，一出局"
96,6,1,"1上","兄弟(2)","(0)義大",6,"耐克",NA,NA,"第四棒","彭政閔","右","全壘打","二出局",0,"warning","4.第四棒1B彭政閔:右外野全壘打，帶有兩分打點兄弟(2):(0)義大"
96,35,1,"4上","兄弟(2)","(2)義大",2,NA,NA,NA,"第四棒","彭政閔","","刺殺","一出局",0,"","2.第四棒1B彭政閔:二壘滾地遭到刺殺，二出局"
96,64,1,"7上","兄弟(2)","(5)義大",1,NA,NA,NA,"第四棒","彭政閔","左","刺殺","零出局",0,"","1.第四棒1B彭政閔:游擊滾地遭到刺殺，一出局"
96,87,1,"9上","兄弟(2)","(5)義大",4,"耐克",NA,NA,"第四棒","彭政閔","","三振","零出局",0,"","2.第四棒1B彭政閔:遭到三振，一出局"
98,17,1,"2下","統一(0)","(1)兄弟",1,NA,NA,NA,"第四棒","彭政閔","中","穿越安打穿越安打","零出局",0,"","1.第四棒1B彭政閔:中間方向穿越安打，一壘有人"
98,38,1,"4下","統一(0)","(1)兄弟",5,"耐克",NA,NA,"第四棒","彭政閔","左","刺殺","一出局",0,"warning","3.第四棒1B彭政閔:游擊方向滾地球遭到刺殺，推進壘上跑者，二壘有人，二出局"
98,61,1,"6下","統一(1)","(1)兄弟",1,NA,NA,NA,"第四棒","彭政閔","左","失誤","零出局",2,"warning","1.第四棒1B彭政閔:游擊方向滾地球造成SS守備失誤，一壘有人"
98,89,1,"8下","統一(1)","(3)兄弟",4,"耐克",NA,NA,"第四棒","彭政閔","右","接殺","零出局",0,"","2.第四棒1B彭政閔:右外野飛球遭到接殺，一出局"
100,12,1,"1下","統一(1)","(0)兄弟",9,NA,"耐克",NA,"第四棒","彭政閔","","刺殺","二出局",0,"","4.第四棒1B彭政閔:投手前滾地球遭到刺殺，三出局"
100,35,1,"3下","統一(1)","(0)兄弟",13,"耐克","張正偉",NA,"第四棒","彭政閔","左","雙殺","零出局",0,"","3.第四棒1B彭政閔:游擊方向滾地球形成雙殺，三壘有人，二出局"
100,57,1,"4下","統一(2)","(3)兄弟",18,"耐克",NA,"張正偉","第四棒","彭政閔","右","接殺","二出局",0,"","8.第四棒1B彭政閔:右外野飛球遭到接殺，三出局"
100,89,1,"7下","統一(3)","(3)兄弟",5,"耐克",NA,NA,"第四棒","彭政閔","內","刺殺","一出局",1,"warning","3.第四棒1B彭政閔:一壘方向滾地球遭到刺殺，推進壘上跑者，二壘有人，二出局"
100,126,1,"9下","統一(8)","(4)兄弟",5,"張正偉",NA,NA,"第四棒","彭政閔","","三振","一出局",1,"","3.第四棒1B彭政閔:遭到三振，二出局"
102,12,1,"1下","統一(1)","(0)兄弟",15,"張正偉","郭健瑜",NA,"第四棒","彭政閔","左","雙殺","二出局",0,"","4.第四棒DH彭政閔:游擊方向滾地球形成雙殺，三出局"
102,38,1,"3下","統一(1)","(3)兄弟",3,NA,NA,NA,"第四棒","彭政閔","","三振","二出局",0,"","3.第四棒DH彭政閔:遭到三振，三出局"
102,71,1,"5下","統一(5)","(4)兄弟",5,"耐克",NA,NA,"第四棒","彭政閔","左","穿越安打穿越安打","一出局",1,"","4.第四棒DH彭政閔:三游間穿越安打，帶有一分打點，一二壘有人"
102,99,1,"7下","統一(6)","(6)兄弟",2,NA,NA,NA,"第四棒","彭政閔","","保送","一出局",0,"","2.第四棒DH彭政閔:獲得四壞球保送，一壘有人"
105,11,1,"1下","桃猿(0)","(2)兄弟",6,"張正偉",NA,NA,"第四棒","彭政閔","左","全壘打","二出局",0,"","4.第四棒DH彭政閔:左外野全壘打，帶有兩分打點"
105,31,1,"2下","桃猿(0)","(6)兄弟",9,NA,"耐克",NA,"第四棒","彭政閔","","刺殺","二出局",0,"","8.第四棒DH彭政閔:投手正面滾地球遭到刺殺，三出局"
105,49,1,"3下","桃猿(0)","(12)兄弟",15,"張正偉","王勝偉",NA,"第四棒","彭政閔","右","接殺","二出局",0,"","9.第四棒DH彭政閔:右外野飛球遭到接殺，三出局"
105,73,1,"5下","桃猿(0)","(12)兄弟",24,"耐克","張正偉","王勝偉","第四棒","彭政閔","中","穿越安打穿越安打","二出局",4,"","6.第四棒DH彭政閔:中間方向穿越安打，帶有兩分打點，一二壘有人"
105,105,1,"7下","桃猿(2)","(16)兄弟",2,NA,NA,NA,"第四棒","彭政閔","中","接殺","一出局",0,"","2.第四棒DH彭政閔:中外野飛球遭到接殺，二出局"
106,11,1,"1下","桃猿(0)","(1)兄弟",6,"張正偉",NA,NA,"第四棒","彭政閔","","三振","二出局",0,"","4.第四棒DH彭政閔:遭到三振，三出局"
106,37,1,"4下","桃猿(0)","(1)兄弟",4,"周思齊",NA,NA,"第四棒","彭政閔","","三振","零出局",0,"","2.第四棒DH彭政閔:遭到三振，一出局"
106,74,1,"7下","桃猿(3)","(1)兄弟",1,NA,NA,NA,"第四棒","彭政閔","中","接殺","零出局",0,"","1.第四棒DH彭政閔:中外野飛球遭到接殺，一出局"
106,108,1,"9下","桃猿(6)","(1)兄弟",2,NA,NA,NA,"第四棒","彭政閔","","保送","一出局",0,"","2.第四棒DH彭政閔:遭到觸身球保送，一壘有人"
108,18,1,"2下","義大(0)","(1)兄弟",1,NA,NA,NA,"第四棒","彭政閔","左","刺殺","零出局",0,"","1.第四棒1B彭政閔:游擊方向滾地球遭到刺殺，一出局"
108,39,1,"4下","義大(0)","(1)兄弟",7,NA,"周思齊",NA,"第四棒","彭政閔","","保送","零出局",1,"","2.第四棒1B彭政閔:獲得四壞球保送，一二壘有人"
108,60,1,"5下","義大(2)","(2)兄弟",18,"周思齊",NA,"張正偉","第四棒","彭政閔","左","左外野安打","二出局",2,"","5.第四棒1B彭政閔:左外野安打，帶有兩分打點，一壘有人"
108,88,1,"8下","義大(2)","(4)兄弟",2,NA,NA,NA,"第四棒","彭政閔","中","中外野安打","一出局",0,"","2.第四棒1B彭政閔:中外野安打，一壘有人"
110,12,1,"1下","義大(0)","(2)兄弟",5,"張正偉",NA,NA,"第四棒","彭政閔","右","接殺","一出局",0,"","4.第四棒DH彭政閔:右外野飛球遭到接殺，二出局"
110,32,1,"3下","義大(0)","(2)兄弟",3,NA,NA,NA,"第四棒","彭政閔","左","二壘安打","二出局",0,"","3.第四棒DH彭政閔:三游間穿越二壘安打，二壘有人"
110,52,1,"5下","義大(0)","(2)兄弟",11,NA,NA,"張志豪","第四棒","彭政閔","內","觸殺","一出局",0,"warning","3.第四棒DH彭政閔:三壘方向滾地球觸殺往本壘跑者，一壘有人，二出局"
110,75,1,"7下","義大(0)","(4)兄弟",2,NA,NA,NA,"第四棒","彭政閔","","三振","一出局",0,"","2.第四棒DH彭政閔:遭到三振，二出局"
112,15,1,"1下","義大(1)","(0)兄弟",18,"周思齊",NA,"陳子豪","第四棒","彭政閔","中","接殺觸殺","二出局",0,"warning","4.第四棒1B彭政閔:中外野飛球遭到接殺，陳子豪回本壘遭到觸殺，三出局"
112,37,1,"3下","義大(1)","(0)兄弟",6,"耐克",NA,NA,"第四棒","彭政閔","","保送","二出局",0,"","4.第四棒1B彭政閔:獲得四壞球保送，一二壘有人"
112,65,1,"6下","義大(1)","(0)兄弟",4,"周思齊",NA,NA,"第四棒","彭政閔","","三振","零出局",0,"","2.第四棒1B彭政閔:遭到三振，一出局"
112,88,1,"7下","義大(1)","(3)兄弟",6,"周思齊",NA,NA,"第四棒","彭政閔","內","刺殺","二出局",0,"","7.第四棒1B彭政閔:二壘方向滾地球遭到刺殺，三出局"
114,14,1,"2上","兄弟(0)","(1)統一",1,NA,NA,NA,"第四棒","彭政閔","內","刺殺封殺","零出局",0,"","1.第四棒彭政閔:內野滾地球，SS接到傳向一壘刺殺打者，一出局"
114,38,1,"5上","兄弟(0)","(1)統一",1,NA,NA,NA,"第四棒","彭政閔","右","一壘安打","零出局",0,"","1.第四棒彭政閔:右外野一壘安打"
114,39,1,"5上","兄弟(0)","(1)統一",4,"彭政閔",NA,NA,"","","","盜壘失敗","零出局",0,"warning","2.彭政閔盜二壘失敗，一出局"
114,63,1,"7上","兄弟(0)","(2)統一",6,"耐克",NA,NA,"第四棒","彭政閔","內","刺殺封殺","二出局",0,"warning","4.第四棒彭政閔:內野滾地球，3B接到傳向一壘刺殺打者，三出局兄弟(0):(2)統一"
114,88,1,"9上","兄弟(1)","(2)統一",15,"簡富智","陳威儒",NA,"第四棒","彭政閔","中","中外野安打","二出局",0,"warning","5.第四棒彭政閔:中外野安打，帶有1分打點，打者趁傳上到二壘，跑者分佔二、三壘兄弟(1):(2)統一"
115,12,1,"2上","兄弟(0)","(0)桃猿",1,NA,NA,NA,"第四棒","彭政閔","","三振","零出局",0,"","1.第四棒彭政閔:三振，一出局"
115,36,1,"4上","兄弟(0)","(2)桃猿",21,NA,"周思齊","張正偉","第四棒","彭政閔","","三振","二出局",0,"","4.第四棒彭政閔:三振，三出局兄弟(0):(2)桃猿"
115,68,1,"7上","兄弟(1)","(5)桃猿",11,NA,NA,"黃仕豪","第四棒","彭政閔","內","刺殺封殺","一出局",0,"warning","3.第四棒彭政閔:內野滾地球，2B接到傳向一壘刺殺打者，帶有1分打點，二出局兄弟(1):(5)桃猿"
115,92,1,"9上","兄弟(1)","(6)桃猿",6,"黃仕豪",NA,NA,"第四棒","彭政閔","內","刺殺封殺","二出局",0,"warning","4.第四棒彭政閔:內野滾地球，SS接到傳向一壘刺殺打者，三出局比賽結束，兄弟(1):(6)桃猿"
117,7,1,"1上","兄弟(1)","(0)桃猿",11,NA,NA,"周思齊","第四棒","彭政閔","","接殺","一出局",0,"","5.第四棒彭政閔:擊出飛球遭到2B接殺，二出局"
117,40,1,"4上","兄弟(1)","(4)桃猿",1,NA,NA,NA,"第四棒","彭政閔","左","接殺","零出局",0,"","1.第四棒彭政閔:擊出飛球遭到LF接殺，一出局"
117,59,1,"6上","兄弟(2)","(4)桃猿",9,NA,"周思齊",NA,"第四棒","彭政閔","左","二壘安打","二出局",0,"warning","4.第四棒彭政閔:左外野二壘安打，帶有1分打點兄弟(2):(4)桃猿"
117,80,1,"8上","兄弟(3)","(4)桃猿",15,"郭健瑜","張正偉",NA,"第四棒","彭政閔","中","中外野安打","二出局",0,"warning","5.第四棒彭政閔:中外野安打，帶有1分打點，跑者分佔一、三壘兄弟(3):(4)桃猿桃猿更換投手:陳禹勳"
119,12,1,"2上","兄弟(0)","(0)桃猿",1,NA,NA,NA,"第四棒","彭政閔","","接殺","零出局",0,"","1.第四棒彭政閔:擊出飛球遭到SS接殺，一出局"
119,28,1,"3上","兄弟(1)","(0)桃猿",15,"郭健瑜","張正偉",NA,"第四棒","彭政閔","","保送","二出局",2,"","6.第四棒彭政閔:四壞球保送，滿壘"
119,49,1,"5上","兄弟(3)","(0)桃猿",3,NA,NA,NA,"第四棒","彭政閔","中","二壘安打","二出局",0,"","3.第四棒彭政閔:中外野二壘安打"
119,80,1,"8上","兄弟(4)","(1)桃猿",1,NA,NA,NA,"第四棒","彭政閔","","失誤","零出局",1,"warning","1.第四棒彭政閔:SS接球失誤，打者上到一壘"
121,6,1,"1上","兄弟(0)","(0)桃猿",18,"耐克",NA,"張志豪","第四棒","彭政閔","","三振觸殺","二出局",0,"warning","4.第四棒彭政閔:三振，二出局原三壘跑者張志豪在本壘前遭到觸殺，三出局兄弟(0):(0)桃猿"
121,33,1,"4上","兄弟(0)","(0)桃猿",2,NA,NA,NA,"第四棒","彭政閔","左","一壘安打","一出局",0,"","2.第四棒彭政閔:游擊方向穿越一壘安打"
121,34,1,"4上","兄弟(0)","(0)桃猿",5,"彭政閔",NA,NA,"第五棒","周思齊","右","二壘安打","一出局",0,"warning","3.第五棒周思齊:右外野二壘安打；跑者彭政閔非法跑壘，二出局"
121,52,1,"6上","兄弟(0)","(0)桃猿",5,"耐克",NA,NA,"第四棒","彭政閔","內","刺殺封殺","一出局",0,"","3.第四棒彭政閔:內野滾地球，2B接到傳向一壘刺殺打者，二出局"
121,73,1,"8上","兄弟(1)","(0)桃猿",1,NA,NA,NA,"第四棒","彭政閔","左","一壘安打","零出局",0,"","1.第四棒彭政閔:左外野一壘安打"
123,6,1,"1上","兄弟(0)","(0)桃猿",9,NA,"張志豪",NA,"第四棒","彭政閔","","保送","二出局",0,"","4.第四棒彭政閔:四壞球保送"
123,29,1,"3上","兄弟(0)","(1)桃猿",4,"耐克",NA,NA,"第四棒","彭政閔","內","封殺盜壘失敗","零出局",0,"warning","2.第四棒彭政閔:內野滾地球，3B接到傳向二壘使跑者出局，打者上到一壘，一出局彭政閔盜二壘失敗，二出局"
123,29,2,"3上","兄弟(0)","(1)桃猿",4,"彭政閔",NA,NA,"","","","","零出局",0,"","彭政閔盜二壘失敗，二出局"
123,56,1,"6上","兄弟(0)","(1)桃猿",1,NA,NA,NA,"第四棒","彭政閔","中","接殺","零出局",0,"","1.第四棒彭政閔:擊出飛球遭到CF接殺(NP)，一出局"
123,70,1,"7上","兄弟(3)","(1)桃猿",22,"耐克","張志豪","張正偉","第四棒","彭政閔","","保送","零出局",4,"warning","7.第四棒彭政閔:四壞球保送，帶有1分打點，滿壘兄弟(3):(1)桃猿桃猿更換投手:林國裕"
123,81,1,"8上","兄弟(9)","(2)桃猿",1,NA,NA,NA,"第四棒","彭政閔","右","接殺","零出局",0,"","1.第四棒彭政閔:擊出飛球遭到RF接殺，一出局"
125,6,1,"1上","兄弟(1)","(0)桃猿",8,NA,"耐克",NA,"第四棒","彭政閔","內","刺殺封殺","一出局",0,"warning","4.第四棒彭政閔:內野滾地球，2B接到傳向一壘刺殺打者，跑者上到三壘，二出局"
125,27,1,"3上","兄弟(1)","(0)桃猿",3,NA,NA,NA,"第四棒","彭政閔","右","接殺","二出局",0,"warning","3.第四棒彭政閔:擊出飛球遭到RF接殺，三出局兄弟(1):(0)桃猿"
125,51,1,"5上","兄弟(2)","(2)桃猿",3,NA,NA,NA,"第四棒","彭政閔","內","刺殺封殺","二出局",0,"warning","3.第四棒彭政閔:內野滾地球，3B接到傳向一壘刺殺打者，三出局兄弟(2):(2)桃猿"
125,74,1,"7上","兄弟(3)","(2)桃猿",3,NA,NA,NA,"第四棒","彭政閔","","保送","二出局",0,"warning","4.第四棒彭政閔:四壞球保送，暴投使三壘上跑者張正偉回到本壘得分兄弟(3):(2)桃猿"
125,95,1,"9上","兄弟(3)","(3)桃猿",20,NA,"耐克","張志豪","第四棒","彭政閔","","三振","一出局",2,"","4.第四棒彭政閔:三振，二出局"
127,14,1,"2上","兄弟(0)","(0)統一",1,NA,NA,NA,"第四棒","彭政閔","內","內野安打","零出局",0,"","1.第四棒彭政閔:內野滾地球，形成內野安打"
127,38,1,"4上","兄弟(0)","(3)統一",2,NA,NA,NA,"第四棒","彭政閔","左","一壘安打","一出局",2,"","2.第四棒彭政閔:左外野一壘安打"
127,57,1,"5上","兄弟(2)","(7)統一",21,NA,"張志豪","王勝偉","第四棒","彭政閔","","保送","二出局",0,"","5.第四棒彭政閔:四壞球保送，滿壘"
